subjID,Region,ChaCo_mean,ChaCo_std
1025,7,0.00076309,0.00054867
1027,7,0.00047524,0.00036803
1029,7,0.0039366,0.0016852
1030,7,0,0
1031,7,0.00016292,5.5709e-05
1032,7,0.00018296,0.00012936
1033,7,0.13474,0.0050043
1034,7,0,0
1035,7,0.034106,0.010681
1036,7,0.01393,0.0016547
1037,7,0.015153,0.0046274
1039,7,0.0001205,6.6895e-05
1040,7,0.040312,0.0091113
1041,7,1.5616e-05,1.5616e-05
1042,7,0,0
1043,7,0,0
1044,7,0,0
1045,7,0.0076049,0.00042184
1046,7,0.047196,0.015683
1047,7,0.0025291,6.3232e-05
1048,7,0.54667,0.013573
1049,7,0.018212,0.00030839
1050,7,0.00027899,6.4569e-05
1051,7,0.0029735,0.00034999
1053,7,0.46947,0.016884
1054,7,0.61427,0.0096021
1055,7,0.21136,0.003484
1056,7,0,0
1057,7,0.047349,0.008057
1058,7,0,0
1060,7,0.0011185,0.00027523
1003,8,0.15272,0.014655
1004,8,0,0
1006,8,0,0
1007,8,0,0
1008,8,0.013002,0.00077929
1009,8,0,0
1010,8,0,0
1011,8,0,0
1013,8,0,0
1014,8,0.0041244,0.0019729
1015,8,0.0016258,0.00027185
1016,8,3.4102e-05,2.9929e-06
1017,8,2.4828e-05,6.2808e-06
1019,8,0,0
1020,8,0,0
1022,8,0,0
1023,8,0,0
1024,8,1.5555e-05,1.5555e-05
1025,8,5.5937e-05,3.739e-05
1027,8,1.5555e-05,1.5555e-05
1029,8,0.00013371,0.00011516
1030,8,0,0
1031,8,0,0
1032,8,2.4828e-05,6.2808e-06
1033,8,0.00029436,7.6592e-05
1034,8,0,0
1035,8,0.0001026,8.4053e-05
1036,8,8.7046e-05,6.8499e-05
1037,8,0.069892,0.0031212
1039,8,0,0
1040,8,0.0001708,7.8068e-05
1041,8,1.5555e-05,1.5555e-05
1042,8,0,0
1043,8,0,0
1044,8,0,0
1045,8,1.5555e-05,1.5555e-05
1046,8,0,0
1047,8,0.00029735,0.00011069
1048,8,0.26124,0.033889
1049,8,0.0034921,0.00011651
1050,8,1.5555e-05,1.5555e-05
1051,8,0.054387,0.01707
1053,8,0.007082,0.0017218
1054,8,0.13908,0.024121
1055,8,0.044914,0.0053894
1056,8,0,0
1057,8,0.073815,0.0062285
1058,8,0,0
1060,8,0,0
1003,9,0.58015,0.018763
1004,9,0.0015754,0.00084894
1006,9,4.8487e-05,4.8487e-05
1007,9,0,0
1008,9,0.0074398,0.0022091
1009,9,0,0
1010,9,0.00033941,0.00033941
1011,9,0.00031508,0.00016979
1013,9,0,0
1014,9,0.015338,0.0010991
1015,9,0.003247,0.00034107
1016,9,0.00092109,0.0006305
1017,9,0.0018904,0.00087335
1019,9,0.00047229,0.00032683
1020,9,0,0
1022,9,0,0
1023,9,8.4811e-05,1.2163e-05
1024,9,0.00060592,0.00031533
1025,9,0.00042422,0.00035157
1027,9,0.00064241,0.00056977
1029,9,0.00078779,0.00056985
1030,9,0,0
1031,9,0.00038765,4.8239e-05
1032,9,0.00021811,7.2814e-05
1033,9,0.00041198,0.00012138
1034,9,2.4244e-05,2.4244e-05
1035,9,0.0078763,0.0027909
1036,9,0.006532,0.0036988
1037,9,0.34566,0.015764
1039,9,4.8487e-05,4.8487e-05
1040,9,0.0048717,0.0026923
1041,9,0,0
1042,9,0,0
1043,9,0,0
1044,9,0,0
1045,9,0.0034657,0.0014315
1046,9,0.00067874,0.00053344
1047,9,0.20605,0.00027035
1048,9,0.0014173,0.00025361
1049,9,0.0039985,0.00094724
1050,9,0.00024235,9.7057e-05
1051,9,0,0
1053,9,0.015037,0.0046486
1054,9,0.0061795,0.00153
1055,9,0.0042047,0.0013714
1056,9,0,0
1057,9,0.00036349,7.2896e-05
1058,9,0,0
1060,9,0.0012964,0.00020669
1003,10,0.51753,0.012505
1004,10,0.0017835,0.00066966
1006,10,0,0
1007,10,0,0
1008,10,0.002124,0.0016522
1009,10,0,0
1010,10,0.051379,0.024103
1011,10,0,0
1013,10,0,0
1014,10,0.19657,0.021012
1015,10,0.17762,0.023774
1016,10,0,0
1017,10,0.044982,0.022433
1019,10,0,0
1020,10,0,0
1022,10,0,0
1023,10,6.7918e-05,6.7918e-05
1024,10,0,0
1025,10,0,0
1027,10,0,0
1029,10,2.7167e-05,2.7167e-05
1030,10,0,0
1031,10,0,0
1032,10,0,0
1033,10,0.00029526,0.00024808
1034,10,0,0
1035,10,0.020285,0.0013673
1036,10,5.0756e-05,3.579e-06
1037,10,0.15656,0.082719
1039,10,0,0
1040,10,5.0756e-05,3.579e-06
1041,10,0,0
1042,10,0,0
1043,10,0,0
1044,10,0,0
1045,10,2.7167e-05,2.7167e-05
1046,10,1.3584e-05,1.3584e-05
1047,10,0.0048606,0.0044803
1048,10,0.34174,0.080763
1049,10,0.0021861,0.0011011
1050,10,0,0
1051,10,0.00081998,0.00034821
1053,10,0.0059803,0.0051311
1054,10,0.27661,0.024593
1055,10,0.014798,0.0075332
1056,10,0,0
1057,10,0.0043088,0.0032709
1058,10,0,0
1060,10,0,0
1003,11,0,0
1004,11,0,0
1006,11,0,0
1007,11,0,0
1008,11,0.058678,0.021375
1009,11,0,0
1010,11,0,0
1011,11,0,0
1013,11,2.1028e-05,2.1028e-05
1014,11,0,0
1015,11,0,0
1016,11,0.0010993,0.00066703
1017,11,1.3509e-05,1.3509e-05
1019,11,0,0
1020,11,0,0
1022,11,0,0
1023,11,0,0
1024,11,0,0
1025,11,4.2056e-05,4.2056e-05
1027,11,0.0030548,0.0022137
1029,11,0,0
1030,11,0,0
1031,11,0.00058712,0.00012782
1032,11,0.00010514,0.00010514
1033,11,2.1028e-05,2.1028e-05
1034,11,3.4537e-05,7.5191e-06
1035,11,1.3509e-05,1.3509e-05
1036,11,0.00013662,5.2506e-05
1037,11,0,0
1039,11,0,0
1040,11,0.0049756,0.0034356
1041,11,0,0
1042,11,0,0
1043,11,0,0
1044,11,0,0
1045,11,0.00020569,3.7468e-05
1046,11,0,0
1047,11,2.1028e-05,2.1028e-05
1048,11,0,0
1049,11,5.4035e-05,5.4035e-05
1050,11,0,0
1051,11,0.00050607,0.00020888
1053,11,0,0
1054,11,0.26685,0.030536
1055,11,0.14297,0.00018494
1056,11,0,0
1057,11,0,0
1058,11,0,0
1060,11,2.7018e-05,2.7018e-05
1003,12,0.6928,0.0072885
1004,12,0.00018961,7.0357e-05
1006,12,0,0
1007,12,0,0
1008,12,0.0040783,0.0033356
1009,12,0,0
1010,12,0.0096955,0.0073186
1011,12,0,0
1013,12,0,0
1014,12,0.047443,0.022263
1015,12,0.090424,0.0183
1016,12,2.9815e-05,2.9815e-05
1017,12,0.0015781,0.00038966
1019,12,0,0
1020,12,0,0
1022,12,0,0
1023,12,6.9567e-05,6.9567e-05
1024,12,9.9382e-06,9.9382e-06
1025,12,0,0
1027,12,9.9382e-06,9.9382e-06
1029,12,0.00029815,0.00029815
1030,12,0,0
1031,12,0,0
1032,12,0,0
1033,12,0.00045324,0.00034182
1034,12,0,0
1035,12,0.0016628,0.00062295
1036,12,0.00015901,0.00015901
1037,12,0.60947,0.022665
1039,12,0,0
1040,12,7.9505e-05,7.9505e-05
1041,12,0,0
1042,12,0,0
1043,12,0,0
1044,12,0,0
1045,12,7.8199e-05,4.106e-05
1046,12,9.9382e-06,9.9382e-06
1047,12,0.022573,0.0081033
1048,12,0.023739,0.0092553
1049,12,0.00081441,0.0005173
1050,12,0,0
1051,12,0.00027906,1.9087e-05
1053,12,0.0039076,0.0028305
1054,12,0.051938,0.027389
1055,12,0.023712,0.004771
1056,12,0,0
1057,12,0.0016581,0.00076679
1058,12,0,0
1060,12,9.9382e-06,9.9382e-06
1003,13,0,0
1004,13,0,0
1006,13,0,0
1007,13,0,0
1008,13,0.0037826,0.0009757
1009,13,0,0
1010,13,0,0
1011,13,0,0
1013,13,0,0
1014,13,0,0
1015,13,0,0
1016,13,2.3787e-05,2.3787e-05
1017,13,0,0
1019,13,0,0
1020,13,0,0
1022,13,0,0
1023,13,0,0
1024,13,0,0
1025,13,0,0
1027,13,0.00010206,4.0662e-05
1029,13,0,0
1030,13,0,0
1031,13,0.00013428,0.00010359
1032,13,0,0
1033,13,0,0
1034,13,0,0
1035,13,0,0
1036,13,0,0
1037,13,0,0
1039,13,0,0
1040,13,0.00010744,0.00010744
1041,13,0,0
1042,13,0,0
1043,13,0,0
1044,13,0,0
1045,13,4.7574e-05,4.7574e-05
1046,13,0,0
1047,13,0,0
1048,13,0,0
1049,13,6.2923e-05,3.2225e-05
1050,13,0,0
1051,13,0,0
1053,13,0,0
1054,13,0.018884,0.0042316
1055,13,0.021918,0.0042679
1056,13,0,0
1057,13,0,0
1058,13,0,0
1060,13,3.9136e-05,8.4377e-06
1003,14,0.062103,0.0080346
1004,14,1.7517e-05,1.7517e-05
1006,14,0,0
1007,14,0,0
1008,14,0.13095,0.0041376
1009,14,0,0
1010,14,1.7517e-05,1.7517e-05
1011,14,0,0
1013,14,0,0
1014,14,0.017668,0.0052437
1015,14,0.00043636,0.00022928
1016,14,9.7938e-05,7.723e-05
1017,14,0.00010751,3.7444e-05
1019,14,0,0
1020,14,0,0
1022,14,0,0
1023,14,0,0
1024,14,0,0
1025,14,6.2904e-05,4.2197e-05
1027,14,1.7517e-05,1.7517e-05
1029,14,0.00043636,0.00022928
1030,14,0,0
1031,14,0,0
1032,14,0.0001051,0.0001051
1033,14,0.00073584,0.0001753
1034,14,0,0
1035,14,8.7584e-05,8.7584e-05
1036,14,0.00018155,9.8719e-05
1037,14,0.010291,0.0021112
1039,14,3.5034e-05,3.5034e-05
1040,14,0.00031771,0.00017276
1041,14,1.7517e-05,1.7517e-05
1042,14,0,0
1043,14,0,0
1044,14,0,0
1045,14,2.7871e-05,7.1629e-06
1046,14,0,0
1047,14,0.00062429,0.00025155
1048,14,0.33684,0.049647
1049,14,0.0024298,0.0014839
1050,14,0.0032623,0.0031572
1051,14,0.23692,0.020818
1053,14,0.082776,0.0074001
1054,14,0.44839,0.022116
1055,14,0.27053,0.018782
1056,14,0,0
1057,14,0.2086,0.0075249
1058,14,0,0
1060,14,0,0
1003,15,0.67329,0.034921
1004,15,0,0
1006,15,0,0
1007,15,0,0
1008,15,0.0037816,0.0026888
1009,15,0,0
1010,15,0,0
1011,15,0,0
1013,15,2.5474e-05,2.5474e-05
1014,15,0.00028688,0.0002226
1015,15,0.0046308,0.0044379
1016,15,0,0
1017,15,0,0
1019,15,0,0
1020,15,0,0
1022,15,0,0
1023,15,0,0
1024,15,0,0
1025,15,0,0
1027,15,0,0
1029,15,5.0948e-05,5.0948e-05
1030,15,0,0
1031,15,0,0
1032,15,0,0
1033,15,7.6421e-05,7.6421e-05
1034,15,0,0
1035,15,0,0
1036,15,0,0
1037,15,0.58003,0.0039824
1039,15,0,0
1040,15,2.5474e-05,2.5474e-05
1041,15,0,0
1042,15,0,0
1043,15,0,0
1044,15,0,0
1045,15,0,0
1046,15,0,0
1047,15,0.019667,0.0051468
1048,15,0.0062014,0.0024087
1049,15,0.00033236,7.5223e-05
1050,15,0,0
1051,15,0.0021955,0.001167
1053,15,0.0007266,0.00059804
1054,15,0.0033576,0.0016862
1055,15,0.0061397,0.0046612
1056,15,0,0
1057,15,0.18013,0.039152
1058,15,0,0
1060,15,0,0
1003,16,0.011372,0.0065529
1004,16,0.025923,0.0080052
1006,16,0.0008619,0.00034728
1007,16,0,0
1008,16,0.030979,0.020874
1009,16,2.3392e-05,2.3392e-05
1010,16,0.00072155,0.00048764
1011,16,0.0068888,0.0035671
1013,16,0,0
1014,16,0.074638,0.037959
1015,16,7.1129e-05,7.1129e-05
1016,16,0.0076416,3.0866e-05
1017,16,0.015805,0.0075248
1019,16,0.0001647,2.2438e-05
1020,16,0,0
1022,16,0,0
1023,16,3.5564e-05,3.5564e-05
1024,16,0.0078693,0.0023021
1025,16,0.0022234,0.00030292
1027,16,0.0068461,0.0010135
1029,16,0.0029843,0.0007855
1030,16,0,0
1031,16,0.0057469,0.0018639
1032,16,0.0011763,0.00018046
1033,16,0.00095833,0.00067763
1034,16,9.4521e-05,4.7737e-05
1035,16,0.052757,0.032313
1036,16,0.031162,0.0095948
1037,16,0.0004726,0.00023869
1039,16,0.00076452,0.00012436
1040,16,0.061264,0.024446
1041,16,8.2348e-05,1.1219e-05
1042,16,0,0
1043,16,2.3392e-05,2.3392e-05
1044,16,0,0
1045,16,0.040477,0.014933
1046,16,0.0045033,0.0025384
1047,16,0.0018885,0.00067213
1048,16,0.0024286,0.0021947
1049,16,0.011099,0.0063273
1050,16,0.002058,0.0013562
1051,16,0.00036686,0.0002733
1053,16,0.17171,0.061952
1054,16,0.015649,0.010456
1055,16,0.019713,0.0073156
1056,16,0,0
1057,16,0.00010669,0.00010669
1058,16,0,0
1060,16,0.031296,0.010243
1003,17,0,0
1004,17,0.00099707,0.00047607
1006,17,0.0020468,0.00037958
1007,17,0,0
1008,17,0.41263,0.0099002
1009,17,0,0
1010,17,5.21e-05,5.21e-05
1011,17,0.0010056,0.00064087
1013,17,0,0
1014,17,0.001933,0.0013599
1015,17,0,0
1016,17,0.0060018,0.00084395
1017,17,0.0032788,0.00010074
1019,17,0.00026023,2.6637e-07
1020,17,0,0
1022,17,0,0
1023,17,0,0
1024,17,0.00043354,0.00017304
1025,17,0.00015603,0.00010393
1027,17,0.16473,0.0025985
1029,17,0.00022541,0.00012121
1030,17,0,0
1031,17,0.044632,0.0062346
1032,17,0.00040749,0.00019909
1033,17,0.006547,0.0063737
1034,17,4.3328e-05,4.3328e-05
1035,17,0.0015186,0.00056539
1036,17,0.0028538,9.2497e-05
1037,17,4.3328e-05,4.3328e-05
1039,17,8.6655e-05,8.6655e-05
1040,17,0.028084,0.0032849
1041,17,0,0
1042,17,0,0
1043,17,0,0
1044,17,0,0
1045,17,0.046813,0.0025804
1046,17,2.605e-05,2.605e-05
1047,17,4.3328e-05,4.3328e-05
1048,17,5.21e-05,5.21e-05
1049,17,0.11053,0.01217
1050,17,0.040623,0.0008483
1051,17,0.0026191,0.00058718
1053,17,0.00039899,3.4289e-05
1054,17,0.77174,0.014997
1055,17,0.36143,0.019315
1056,17,0,0
1057,17,2.605e-05,2.605e-05
1058,17,0,0
1060,17,0.0090464,0.0009189
1003,18,0,0
1004,18,0,0
1006,18,0,0
1007,18,0,0
1008,18,0.031067,0.013624
1009,18,0,0
1010,18,0,0
1011,18,0,0
1013,18,0,0
1014,18,6.3662e-05,6.3662e-05
1015,18,0,0
1016,18,0,0
1017,18,0.0011823,0.00054566
1019,18,0,0
1020,18,0,0
1022,18,0,0
1023,18,0,0
1024,18,0,0
1025,18,0,0
1027,18,0.00035758,0.00027904
1029,18,0,0
1030,18,0,0
1031,18,6.3662e-05,6.3662e-05
1032,18,0,0
1033,18,0,0
1034,18,0,0
1035,18,0,0
1036,18,0,0
1037,18,0,0
1039,18,0,0
1040,18,3.9271e-05,3.9271e-05
1041,18,0,0
1042,18,0,0
1043,18,0,0
1044,18,0,0
1045,18,0,0
1046,18,0,0
1047,18,0,0
1048,18,0,0
1049,18,6.3662e-05,6.3662e-05
1050,18,0,0
1051,18,0,0
1053,18,0,0
1054,18,0.26849,0.048348
1055,18,0.037185,0.017323
1056,18,0,0
1057,18,0,0
1058,18,0,0
1060,18,0,0
1003,19,0,0
1004,19,0.0001321,0.0001321
1006,19,7.3376e-05,1.4691e-05
1007,19,0,0
1008,19,0.20332,0.01764
1009,19,0,0
1010,19,0,0
1011,19,0.0001321,0.0001321
1013,19,0,0
1014,19,0.00044033,0.00044033
1015,19,0,0
1016,19,0.0012182,0.00080737
1017,19,0.018255,0.00023881
1019,19,0.00011741,5.8724e-05
1020,19,0,0
1022,19,0,0
1023,19,0,0
1024,19,0,0
1025,19,4.4033e-05,4.4033e-05
1027,19,0.023129,0.0068141
1029,19,0,0
1030,19,0,0
1031,19,0.011829,0.0070171
1032,19,8.8067e-05,8.8067e-05
1033,19,0,0
1034,19,0,0
1035,19,0.00039626,0.00022021
1036,19,0.00035215,0.00017602
1037,19,0,0
1039,19,0,0
1040,19,0.0039477,0.0012482
1041,19,0,0
1042,19,0,0
1043,19,0,0
1044,19,0,0
1045,19,0.016128,0.0012215
1046,19,0,0
1047,19,0,0
1048,19,0,0
1049,19,0.011799,0.00088307
1050,19,0.00030823,0.00030823
1051,19,4.4033e-05,4.4033e-05
1053,19,8.8067e-05,8.8067e-05
1054,19,0.59208,0.020073
1055,19,0.33136,0.057539
1056,19,0,0
1057,19,0,0
1058,19,0,0
1060,19,0.0024509,0.0011598
1003,20,0.93232,0.014529
1004,20,0.002406,0.00073579
1006,20,0,0
1007,20,0,0
1008,20,0.0036264,0.0019246
1009,20,0,0
1010,20,0.15992,0.063835
1011,20,0,0
1013,20,0,0
1014,20,0.151,0.027419
1015,20,0.17278,0.0054843
1016,20,4.9123e-05,4.9123e-05
1017,20,0.016666,0.006324
1019,20,0,0
1020,20,0,0
1022,20,0,0
1023,20,0,0
1024,20,2.4562e-05,2.4562e-05
1025,20,7.3685e-05,7.3685e-05
1027,20,2.4562e-05,2.4562e-05
1029,20,0.00024562,0.00024562
1030,20,0,0
1031,20,2.4562e-05,2.4562e-05
1032,20,0,0
1033,20,0.00029474,0.00029474
1034,20,0,0
1035,20,0.01972,0.0095088
1036,20,0.00019649,0.00019649
1037,20,0.61985,0.13103
1039,20,0,0
1040,20,0.00022105,0.00022105
1041,20,0,0
1042,20,0,0
1043,20,0,0
1044,20,0,0
1045,20,4.9123e-05,4.9123e-05
1046,20,0,0
1047,20,0.017264,0.014808
1048,20,0.044816,0.019289
1049,20,0.0032577,0.00077043
1050,20,0,0
1051,20,0.00011458,1.633e-05
1053,20,0.004011,0.0017856
1054,20,0.10885,0.0451
1055,20,0.044549,0.0018728
1056,20,0,0
1057,20,0.0004911,9.8378e-05
1058,20,0,0
1060,20,0,0
1003,21,0.0018002,0.00067921
1004,21,0.046576,0.0029959
1006,21,0.050222,0.011506
1007,21,2.384e-05,2.384e-05
1008,21,0.38045,0.069941
1009,21,3.6295e-05,1.1385e-05
1010,21,0.0026734,0.00085495
1011,21,0.0047636,0.00052888
1013,21,0,0
1014,21,0.046318,0.012091
1015,21,0,0
1016,21,0.0058754,0.00072588
1017,21,0.0041106,0.0014203
1019,21,9.8571e-05,5.0891e-05
1020,21,0,0
1022,21,0,0
1023,21,1.2455e-05,1.2455e-05
1024,21,0.006266,0.0014583
1025,21,0.00089317,0.00017797
1027,21,0.0099861,0.00097448
1029,21,0.0014988,2.0719e-05
1030,21,0,0
1031,21,0.0077342,0.00060985
1032,21,0.00061634,0.00033026
1033,21,0.0094695,0.0024128
1034,21,4.875e-05,1.0701e-06
1035,21,0.074654,0.00034685
1036,21,0.019197,0.0050726
1037,21,6.1206e-05,1.3525e-05
1039,21,0.00030817,0.00016513
1040,21,0.67266,0.017105
1041,21,2.384e-05,2.384e-05
1042,21,0,0
1043,21,0,0
1044,21,0,0
1045,21,0.13203,0.010585
1046,21,0.026682,0.012378
1047,21,0.00019179,0.00014197
1048,21,0.035133,0.013835
1049,21,0.0078987,0.00022211
1050,21,0.36046,0.0072426
1051,21,0.018689,0.0071059
1053,21,0.27086,0.017921
1054,21,0.5118,0.016503
1055,21,0.073921,0.024873
1056,21,0,0
1057,21,0.0070298,0.0022618
1058,21,0,0
1060,21,0.011801,0.00097778
