subjID,Region,ChaCo_mean,ChaCo_std
1025.0000000000,2.0000000000,0.0003500808,0.0003029221
1026.0000000000,2.0000000000,0.0023417911,0.0012798400
1027.0000000000,2.0000000000,0.0150935197,0.0062537594
1028.0000000000,2.0000000000,0.0240514872,0.0081759043
1029.0000000000,2.0000000000,0.0000000000,0.0000000000
1030.0000000000,2.0000000000,0.0000000000,0.0000000000
1031.0000000000,2.0000000000,0.0000000000,0.0000000000
1032.0000000000,2.0000000000,0.0000000000,0.0000000000
1033.0000000000,2.0000000000,0.0000000000,0.0000000000
1034.0000000000,2.0000000000,0.0000174221,0.0000473577
1035.0000000000,2.0000000000,0.0000000000,0.0000000000
1036.0000000000,2.0000000000,0.0000000000,0.0000000000
1037.0000000000,2.0000000000,0.0000110411,0.0000354073
1038.0000000000,2.0000000000,0.0004958765,0.0003985866
1039.0000000000,2.0000000000,0.0001357235,0.0001472197
1040.0000000000,2.0000000000,0.0000000000,0.0000000000
1041.0000000000,2.0000000000,0.0000188647,0.0000664348
1042.0000000000,2.0000000000,0.0000000000,0.0000000000
1043.0000000000,2.0000000000,0.0000000000,0.0000000000
1044.0000000000,2.0000000000,0.0000000000,0.0000000000
1045.0000000000,2.0000000000,0.0245736299,0.0086090253
1046.0000000000,2.0000000000,0.0000000000,0.0000000000
1047.0000000000,2.0000000000,0.0000852986,0.0001992218
1048.0000000000,2.0000000000,0.0000170451,0.0000505231
1049.0000000000,2.0000000000,0.0266993774,0.0095273877
1050.0000000000,2.0000000000,0.0011752118,0.0008008659
1051.0000000000,2.0000000000,0.0001065266,0.0001446326
1052.0000000000,2.0000000000,0.0000000000,0.0000000000
1053.0000000000,2.0000000000,0.0011528825,0.0008949757
1054.0000000000,2.0000000000,0.0233520616,0.0084858807
1055.0000000000,2.0000000000,0.1597631490,0.0566681299
1056.0000000000,2.0000000000,0.0000000000,0.0000000000
1057.0000000000,2.0000000000,0.0000000000,0.0000000000
1058.0000000000,2.0000000000,0.0000016455,0.0000140590
1059.0000000000,2.0000000000,0.0932915413,0.0315924399
1060.0000000000,2.0000000000,0.0210581263,0.0074368921
1002.0000000000,3.0000000000,0.0000000000,0.0000000000
1003.0000000000,3.0000000000,0.0004252365,0.0004722236
1004.0000000000,3.0000000000,0.0123518156,0.0277099401
1005.0000000000,3.0000000000,0.0000000000,0.0000000000
1006.0000000000,3.0000000000,0.0140741056,0.0171069702
1007.0000000000,3.0000000000,0.0000145912,0.0000370733
1008.0000000000,3.0000000000,0.1016792091,0.0477444852
1009.0000000000,3.0000000000,0.0000000000,0.0000000000
1010.0000000000,3.0000000000,0.0003440816,0.0004870548
1011.0000000000,3.0000000000,0.0000000000,0.0000000000
1012.0000000000,3.0000000000,0.0000000000,0.0000000000
1013.0000000000,3.0000000000,0.0000000000,0.0000000000
1014.0000000000,3.0000000000,0.0308696882,0.0208746525
1015.0000000000,3.0000000000,0.0000012911,0.0000110312
1016.0000000000,3.0000000000,0.0106596453,0.0038106011
1017.0000000000,3.0000000000,0.0588161055,0.0360152421
1018.0000000000,3.0000000000,0.0000000000,0.0000000000
1019.0000000000,3.0000000000,0.0022083613,0.0010755419
1020.0000000000,3.0000000000,0.0000000000,0.0000000000
1021.0000000000,3.0000000000,0.0000000000,0.0000000000
1022.0000000000,3.0000000000,0.0000000000,0.0000000000
1023.0000000000,3.0000000000,0.0000332387,0.0000933748
1024.0000000000,3.0000000000,0.0022736788,0.0022196207
1025.0000000000,3.0000000000,0.0006983256,0.0005409359
1026.0000000000,3.0000000000,0.0253740827,0.0234517729
1027.0000000000,3.0000000000,0.0391950261,0.0177008382
1028.0000000000,3.0000000000,0.0872394455,0.0386250428
1029.0000000000,3.0000000000,0.0000000000,0.0000000000
1030.0000000000,3.0000000000,0.0000000000,0.0000000000
1031.0000000000,3.0000000000,0.0000000000,0.0000000000
1032.0000000000,3.0000000000,0.0000000000,0.0000000000
1033.0000000000,3.0000000000,0.0000000000,0.0000000000
1034.0000000000,3.0000000000,0.0000181440,0.0000375834
1035.0000000000,3.0000000000,0.0000000000,0.0000000000
1036.0000000000,3.0000000000,0.0000000000,0.0000000000
1037.0000000000,3.0000000000,0.0000235189,0.0000532519
1038.0000000000,3.0000000000,0.0007658670,0.0006578619
1039.0000000000,3.0000000000,0.0002859440,0.0002767948
1040.0000000000,3.0000000000,0.0000000000,0.0000000000
1041.0000000000,3.0000000000,0.0000468380,0.0000781890
1042.0000000000,3.0000000000,0.0000000000,0.0000000000
1043.0000000000,3.0000000000,0.0000000000,0.0000000000
1044.0000000000,3.0000000000,0.0000000000,0.0000000000
1045.0000000000,3.0000000000,0.1008775311,0.0407417066
1046.0000000000,3.0000000000,0.0000000000,0.0000000000
1047.0000000000,3.0000000000,0.0000787512,0.0001023856
1048.0000000000,3.0000000000,0.0002072940,0.0003593434
1049.0000000000,3.0000000000,0.2985985200,0.0674486840
1050.0000000000,3.0000000000,0.0855069833,0.0463241314
1051.0000000000,3.0000000000,0.0002552809,0.0002189945
1052.0000000000,3.0000000000,0.0000000000,0.0000000000
1053.0000000000,3.0000000000,0.0144092734,0.0406830606
1054.0000000000,3.0000000000,0.4979246569,0.0878190212
1055.0000000000,3.0000000000,0.0626525192,0.0196710302
1056.0000000000,3.0000000000,0.0000000000,0.0000000000
1057.0000000000,3.0000000000,0.0000101417,0.0000370320
1058.0000000000,3.0000000000,0.0000000000,0.0000000000
1059.0000000000,3.0000000000,0.1682275219,0.0688977410
1060.0000000000,3.0000000000,0.0415968948,0.0162904605
1002.0000000000,4.0000000000,0.0000000000,0.0000000000
1003.0000000000,4.0000000000,0.8027805290,0.1001040024
1004.0000000000,4.0000000000,0.0009666981,0.0009118983
1005.0000000000,4.0000000000,0.0000000000,0.0000000000
1006.0000000000,4.0000000000,0.0000000000,0.0000000000
1007.0000000000,4.0000000000,0.0000000000,0.0000000000
1008.0000000000,4.0000000000,0.0006434463,0.0005374321
1009.0000000000,4.0000000000,0.0000000000,0.0000000000
1010.0000000000,4.0000000000,0.3569731624,0.0958351139
1011.0000000000,4.0000000000,0.0000000000,0.0000000000
1012.0000000000,4.0000000000,0.0000000000,0.0000000000
1013.0000000000,4.0000000000,0.0000000000,0.0000000000
1014.0000000000,4.0000000000,0.0793266660,0.0336038090
1015.0000000000,4.0000000000,0.1360418889,0.0485462892
1016.0000000000,4.0000000000,0.0000080307,0.0000223347
1017.0000000000,4.0000000000,0.0047690843,0.0043548383
1018.0000000000,4.0000000000,0.0000000000,0.0000000000
1019.0000000000,4.0000000000,0.0000000000,0.0000000000
1020.0000000000,4.0000000000,0.0000000000,0.0000000000
1021.0000000000,4.0000000000,0.0000000000,0.0000000000
1022.0000000000,4.0000000000,0.0000000000,0.0000000000
1023.0000000000,4.0000000000,0.0000110336,0.0000267654
1024.0000000000,4.0000000000,0.0000006863,0.0000058635
1025.0000000000,4.0000000000,0.0000025338,0.0000124286
1026.0000000000,4.0000000000,0.0000501728,0.0001507426
1027.0000000000,4.0000000000,0.0000006863,0.0000058635
1028.0000000000,4.0000000000,0.0000503416,0.0000646731
1029.0000000000,4.0000000000,0.0000000000,0.0000000000
1030.0000000000,4.0000000000,0.0000000000,0.0000000000
1031.0000000000,4.0000000000,0.0000000000,0.0000000000
1032.0000000000,4.0000000000,0.0000000000,0.0000000000
1033.0000000000,4.0000000000,0.0000000000,0.0000000000
1034.0000000000,4.0000000000,0.0000000000,0.0000000000
1035.0000000000,4.0000000000,0.0000000000,0.0000000000
1036.0000000000,4.0000000000,0.0000000000,0.0000000000
1037.0000000000,4.0000000000,0.2350196849,0.1403694761
1038.0000000000,4.0000000000,0.0000000000,0.0000000000
1039.0000000000,4.0000000000,0.0000000000,0.0000000000
1040.0000000000,4.0000000000,0.0000000000,0.0000000000
1041.0000000000,4.0000000000,0.0000000000,0.0000000000
1042.0000000000,4.0000000000,0.0000000000,0.0000000000
1043.0000000000,4.0000000000,0.0000000000,0.0000000000
1044.0000000000,4.0000000000,0.0000000000,0.0000000000
1045.0000000000,4.0000000000,0.0000246672,0.0000413439
1046.0000000000,4.0000000000,0.0000000000,0.0000000000
1047.0000000000,4.0000000000,0.0058873703,0.0212593436
1048.0000000000,4.0000000000,0.0081794831,0.0148956015
1049.0000000000,4.0000000000,0.0018116637,0.0030719791
1050.0000000000,4.0000000000,0.0000014196,0.0000089307
1051.0000000000,4.0000000000,0.0000017482,0.0000106036
1052.0000000000,4.0000000000,0.0000000000,0.0000000000
1053.0000000000,4.0000000000,0.0007799605,0.0007314731
1054.0000000000,4.0000000000,0.0159609443,0.0302240969
1055.0000000000,4.0000000000,0.0067564870,0.0081947484
1056.0000000000,4.0000000000,0.0000000000,0.0000000000
1057.0000000000,4.0000000000,0.0000187873,0.0000641914
1058.0000000000,4.0000000000,0.0000000000,0.0000000000
1059.0000000000,4.0000000000,0.0002097576,0.0002244291
1060.0000000000,4.0000000000,0.0000038090,0.0000144803
1002.0000000000,5.0000000000,0.0000000000,0.0000000000
1003.0000000000,5.0000000000,0.1418197370,0.0785805241
1004.0000000000,5.0000000000,0.0000000000,0.0000000000
1005.0000000000,5.0000000000,0.0000000000,0.0000000000
1006.0000000000,5.0000000000,0.0000000000,0.0000000000
1007.0000000000,5.0000000000,0.0000000000,0.0000000000
1008.0000000000,5.0000000000,0.0041298384,0.0139609434
1009.0000000000,5.0000000000,0.0000000000,0.0000000000
1010.0000000000,5.0000000000,0.0000000000,0.0000000000
1011.0000000000,5.0000000000,0.0000000000,0.0000000000
1012.0000000000,5.0000000000,0.0000000000,0.0000000000
1013.0000000000,5.0000000000,0.0000171672,0.0000541027
1014.0000000000,5.0000000000,0.0000026320,0.0000158290
1015.0000000000,5.0000000000,0.0000009655,0.0000082493
1016.0000000000,5.0000000000,0.0003379860,0.0018490773
1017.0000000000,5.0000000000,0.0000000000,0.0000000000
1018.0000000000,5.0000000000,0.0000000000,0.0000000000
1019.0000000000,5.0000000000,0.0000000000,0.0000000000
1020.0000000000,5.0000000000,0.0000029924,0.0000187160
1021.0000000000,5.0000000000,0.0000122928,0.0000589016
1022.0000000000,5.0000000000,0.0000000000,0.0000000000
1023.0000000000,5.0000000000,0.0000000000,0.0000000000
1024.0000000000,5.0000000000,0.0000000000,0.0000000000
1025.0000000000,5.0000000000,0.0000000000,0.0000000000
1026.0000000000,5.0000000000,0.0000000000,0.0000000000
1027.0000000000,5.0000000000,0.0000277116,0.0001478338
1028.0000000000,5.0000000000,0.0003015911,0.0014517433
1029.0000000000,5.0000000000,0.0000000000,0.0000000000
1030.0000000000,5.0000000000,0.0000000000,0.0000000000
1031.0000000000,5.0000000000,0.0000000000,0.0000000000
1032.0000000000,5.0000000000,0.0000000000,0.0000000000
1033.0000000000,5.0000000000,0.0000000000,0.0000000000
1034.0000000000,5.0000000000,0.0000000000,0.0000000000
1035.0000000000,5.0000000000,0.0000000000,0.0000000000
1036.0000000000,5.0000000000,0.0000000000,0.0000000000
1037.0000000000,5.0000000000,0.1505861337,0.0821479843
1038.0000000000,5.0000000000,0.0000000000,0.0000000000
1039.0000000000,5.0000000000,0.0000000000,0.0000000000
1040.0000000000,5.0000000000,0.0000000000,0.0000000000
1041.0000000000,5.0000000000,0.0000000000,0.0000000000
1042.0000000000,5.0000000000,0.0000000000,0.0000000000
1043.0000000000,5.0000000000,0.0000000000,0.0000000000
1044.0000000000,5.0000000000,0.0000000000,0.0000000000
1045.0000000000,5.0000000000,0.0000123133,0.0000624816
1046.0000000000,5.0000000000,0.0000000000,0.0000000000
1047.0000000000,5.0000000000,0.0035530737,0.0099907372
1048.0000000000,5.0000000000,0.0000201000,0.0000519204
1049.0000000000,5.0000000000,0.0000268106,0.0000581528
1050.0000000000,5.0000000000,0.0000000000,0.0000000000
1051.0000000000,5.0000000000,0.0018035766,0.0070939400
1052.0000000000,5.0000000000,0.0000020269,0.0000121744
1053.0000000000,5.0000000000,0.0000062189,0.0000266374
1054.0000000000,5.0000000000,0.0110405150,0.0500803188
1055.0000000000,5.0000000000,0.0092495967,0.0454456518
1056.0000000000,5.0000000000,0.0000000000,0.0000000000
1057.0000000000,5.0000000000,0.1165616269,0.0707521221
1058.0000000000,5.0000000000,0.0000000000,0.0000000000
1059.0000000000,5.0000000000,0.0463651904,0.1189139121
1060.0000000000,5.0000000000,0.0000000000,0.0000000000
1002.0000000000,6.0000000000,0.0000000000,0.0000000000
1003.0000000000,6.0000000000,0.4499015842,0.0618762858
1004.0000000000,6.0000000000,0.0000894117,0.0002845532
1005.0000000000,6.0000000000,0.0000000000,0.0000000000
1006.0000000000,6.0000000000,0.0000025895,0.0000062896
1007.0000000000,6.0000000000,0.0000004637,0.0000027822
1008.0000000000,6.0000000000,0.0158630794,0.0228493176
1009.0000000000,6.0000000000,0.0000000000,0.0000000000
1010.0000000000,6.0000000000,0.0000853419,0.0001621409
1011.0000000000,6.0000000000,0.0000000000,0.0000000000
1012.0000000000,6.0000000000,0.0000000000,0.0000000000
1013.0000000000,6.0000000000,0.0000000000,0.0000000000
1014.0000000000,6.0000000000,0.0126307045,0.0248419259
1015.0000000000,6.0000000000,0.0716148293,0.0227480584
1016.0000000000,6.0000000000,0.0002243220,0.0002822341
1017.0000000000,6.0000000000,0.0012819191,0.0023844266
1018.0000000000,6.0000000000,0.0000000000,0.0000000000
1019.0000000000,6.0000000000,0.0000000000,0.0000000000
1020.0000000000,6.0000000000,0.0000000000,0.0000000000
1021.0000000000,6.0000000000,0.0000000000,0.0000000000
1022.0000000000,6.0000000000,0.0000000000,0.0000000000
1023.0000000000,6.0000000000,0.0000684598,0.0000673927
1024.0000000000,6.0000000000,0.0000025322,0.0000070926
1025.0000000000,6.0000000000,0.0000216353,0.0000283017
1026.0000000000,6.0000000000,0.0000016706,0.0000059382
1027.0000000000,6.0000000000,0.0000579019,0.0001949951
1028.0000000000,6.0000000000,0.0031520639,0.0054323917
1029.0000000000,6.0000000000,0.0000000000,0.0000000000
1030.0000000000,6.0000000000,0.0000000000,0.0000000000
1031.0000000000,6.0000000000,0.0000000000,0.0000000000
1032.0000000000,6.0000000000,0.0000000000,0.0000000000
1033.0000000000,6.0000000000,0.0000000000,0.0000000000
1034.0000000000,6.0000000000,0.0000004811,0.0000029015
1035.0000000000,6.0000000000,0.0000000000,0.0000000000
1036.0000000000,6.0000000000,0.0000000000,0.0000000000
1037.0000000000,6.0000000000,0.2763843305,0.0630804938
1038.0000000000,6.0000000000,0.0000007430,0.0000036200
1039.0000000000,6.0000000000,0.0000025968,0.0000076625
1040.0000000000,6.0000000000,0.0000000000,0.0000000000
1041.0000000000,6.0000000000,0.0000017255,0.0000050667
1042.0000000000,6.0000000000,0.0000000000,0.0000000000
1043.0000000000,6.0000000000,0.0000000000,0.0000000000
1044.0000000000,6.0000000000,0.0000000000,0.0000000000
1045.0000000000,6.0000000000,0.0001116099,0.0002990072
1046.0000000000,6.0000000000,0.0000000000,0.0000000000
1047.0000000000,6.0000000000,0.0018586414,0.0065913240
1048.0000000000,6.0000000000,0.1280492303,0.0391591131
1049.0000000000,6.0000000000,0.0017102908,0.0009333477
1050.0000000000,6.0000000000,0.0000040908,0.0000083293
1051.0000000000,6.0000000000,0.0102159487,0.0112923358
1052.0000000000,6.0000000000,0.0000000000,0.0000000000
1053.0000000000,6.0000000000,0.0054313282,0.0100256388
1054.0000000000,6.0000000000,0.0481881708,0.0412438962
1055.0000000000,6.0000000000,0.0297658611,0.0372997029
1056.0000000000,6.0000000000,0.0000000000,0.0000000000
1057.0000000000,6.0000000000,0.1083627686,0.0220733534
1058.0000000000,6.0000000000,0.0000000000,0.0000000000
1059.0000000000,6.0000000000,0.0142548068,0.0229708034
1060.0000000000,6.0000000000,0.0000034493,0.0000091991
1002.0000000000,7.0000000000,0.0000000000,0.0000000000
1003.0000000000,7.0000000000,0.2092733374,0.0724851724
1004.0000000000,7.0000000000,0.0043170144,0.0027551578
1005.0000000000,7.0000000000,0.0000000000,0.0000000000
1006.0000000000,7.0000000000,0.0005049224,0.0003909608
1007.0000000000,7.0000000000,0.0000065412,0.0000168709
1008.0000000000,7.0000000000,0.3840309420,0.0812994929
1009.0000000000,7.0000000000,0.0000000000,0.0000000000
1010.0000000000,7.0000000000,0.0063238606,0.0057173787
1011.0000000000,7.0000000000,0.0000000000,0.0000000000
1012.0000000000,7.0000000000,0.0000000000,0.0000000000
1013.0000000000,7.0000000000,0.0000000000,0.0000000000
1014.0000000000,7.0000000000,0.4431817673,0.0820760649
1015.0000000000,7.0000000000,0.0123755910,0.0244283977
1016.0000000000,7.0000000000,0.0019588796,0.0012292627
1017.0000000000,7.0000000000,0.0370520695,0.0253974271
1018.0000000000,7.0000000000,0.0000000000,0.0000000000
1019.0000000000,7.0000000000,0.0000031639,0.0000108198
1020.0000000000,7.0000000000,0.0000000000,0.0000000000
1021.0000000000,7.0000000000,0.0000000000,0.0000000000
1022.0000000000,7.0000000000,0.0000000000,0.0000000000
1023.0000000000,7.0000000000,0.0048434197,0.0027284389
1024.0000000000,7.0000000000,0.0008707157,0.0005564478
1025.0000000000,7.0000000000,0.0009419761,0.0006267778
1026.0000000000,7.0000000000,0.0005653665,0.0003372321
1027.0000000000,7.0000000000,0.0008732469,0.0006493535
1028.0000000000,7.0000000000,0.0670314216,0.0229719114
1029.0000000000,7.0000000000,0.0000000000,0.0000000000
1030.0000000000,7.0000000000,0.0000000000,0.0000000000
1031.0000000000,7.0000000000,0.0000000000,0.0000000000
1032.0000000000,7.0000000000,0.0000000000,0.0000000000
1033.0000000000,7.0000000000,0.0000000000,0.0000000000
1034.0000000000,7.0000000000,0.0000015878,0.0000078421
1035.0000000000,7.0000000000,0.0000000000,0.0000000000
1036.0000000000,7.0000000000,0.0000000000,0.0000000000
1037.0000000000,7.0000000000,0.0130992463,0.0082560334
1038.0000000000,7.0000000000,0.0000531406,0.0000635444
1039.0000000000,7.0000000000,0.0002231848,0.0001905634
1040.0000000000,7.0000000000,0.0000000000,0.0000000000
1041.0000000000,7.0000000000,0.0000212322,0.0000319362
1042.0000000000,7.0000000000,0.0000000000,0.0000000000
1043.0000000000,7.0000000000,0.0000000000,0.0000000000
1044.0000000000,7.0000000000,0.0000000000,0.0000000000
1045.0000000000,7.0000000000,0.0088053164,0.0046828633
1046.0000000000,7.0000000000,0.0000000000,0.0000000000
1047.0000000000,7.0000000000,0.0031325469,0.0013582234
1048.0000000000,7.0000000000,0.5306802736,0.0598041148
1049.0000000000,7.0000000000,0.0293827608,0.0189024207
1050.0000000000,7.0000000000,0.0007375644,0.0005683650
1051.0000000000,7.0000000000,0.0071757032,0.0139498223
1052.0000000000,7.0000000000,0.0000000000,0.0000000000
1053.0000000000,7.0000000000,0.4937645107,0.0930992680
1054.0000000000,7.0000000000,0.6039102015,0.0584863332
1055.0000000000,7.0000000000,0.2169939113,0.0542037877
1056.0000000000,7.0000000000,0.0000000000,0.0000000000
1057.0000000000,7.0000000000,0.0467962534,0.0258177913
1058.0000000000,7.0000000000,0.0000000000,0.0000000000
1059.0000000000,7.0000000000,0.2572621798,0.0693133498
1060.0000000000,7.0000000000,0.0009634577,0.0007394514
1002.0000000000,8.0000000000,0.0000000000,0.0000000000
1003.0000000000,8.0000000000,0.2032866038,0.0620797930
1004.0000000000,8.0000000000,0.0000085888,0.0000160792
1005.0000000000,8.0000000000,0.0000000000,0.0000000000
1006.0000000000,8.0000000000,0.0000019675,0.0000067026
1007.0000000000,8.0000000000,0.0000003642,0.0000031116
1008.0000000000,8.0000000000,0.0286845176,0.0596773111
1009.0000000000,8.0000000000,0.0000000000,0.0000000000
1010.0000000000,8.0000000000,0.0000156430,0.0000278950
1011.0000000000,8.0000000000,0.0000000000,0.0000000000
1012.0000000000,8.0000000000,0.0000000000,0.0000000000
1013.0000000000,8.0000000000,0.0000000000,0.0000000000
1014.0000000000,8.0000000000,0.0156452540,0.0248710226
1015.0000000000,8.0000000000,0.0043941758,0.0070042405
1016.0000000000,8.0000000000,0.0002490734,0.0004888439
1017.0000000000,8.0000000000,0.0000484628,0.0000693005
1018.0000000000,8.0000000000,0.0000000000,0.0000000000
1019.0000000000,8.0000000000,0.0000000000,0.0000000000
1020.0000000000,8.0000000000,0.0000000000,0.0000000000
1021.0000000000,8.0000000000,0.0000000000,0.0000000000
1022.0000000000,8.0000000000,0.0000000000,0.0000000000
1023.0000000000,8.0000000000,0.0000524929,0.0000858971
1024.0000000000,8.0000000000,0.0000032374,0.0000087704
1025.0000000000,8.0000000000,0.0000312315,0.0000559954
1026.0000000000,8.0000000000,0.0000009592,0.0000047575
1027.0000000000,8.0000000000,0.0000968753,0.0003664297
1028.0000000000,8.0000000000,0.0095487395,0.0103705687
1029.0000000000,8.0000000000,0.0000000000,0.0000000000
1030.0000000000,8.0000000000,0.0000000000,0.0000000000
1031.0000000000,8.0000000000,0.0000000000,0.0000000000
1032.0000000000,8.0000000000,0.0000000000,0.0000000000
1033.0000000000,8.0000000000,0.0000000000,0.0000000000
1034.0000000000,8.0000000000,0.0000003683,0.0000031471
1035.0000000000,8.0000000000,0.0000000000,0.0000000000
1036.0000000000,8.0000000000,0.0000000000,0.0000000000
1037.0000000000,8.0000000000,0.0693112307,0.0260012382
1038.0000000000,8.0000000000,0.0000007284,0.0000062233
1039.0000000000,8.0000000000,0.0000026461,0.0000088974
1040.0000000000,8.0000000000,0.0000000000,0.0000000000
1041.0000000000,8.0000000000,0.0000015279,0.0000077885
1042.0000000000,8.0000000000,0.0000000000,0.0000000000
1043.0000000000,8.0000000000,0.0000000000,0.0000000000
1044.0000000000,8.0000000000,0.0000000000,0.0000000000
1045.0000000000,8.0000000000,0.0001380592,0.0005361148
1046.0000000000,8.0000000000,0.0000000000,0.0000000000
1047.0000000000,8.0000000000,0.0001446414,0.0001331351
1048.0000000000,8.0000000000,0.2590998322,0.0645647333
1049.0000000000,8.0000000000,0.0023337825,0.0015312683
1050.0000000000,8.0000000000,0.0000383368,0.0002765070
1051.0000000000,8.0000000000,0.0698912113,0.0400880134
1052.0000000000,8.0000000000,0.0000000000,0.0000000000
1053.0000000000,8.0000000000,0.0199812235,0.0381950564
1054.0000000000,8.0000000000,0.1595639015,0.0736900674
1055.0000000000,8.0000000000,0.0799315271,0.0768393504
1056.0000000000,8.0000000000,0.0000000000,0.0000000000
1057.0000000000,8.0000000000,0.1225630028,0.0411736451
1058.0000000000,8.0000000000,0.0000003683,0.0000031471
1059.0000000000,8.0000000000,0.0370942084,0.0701060119
1060.0000000000,8.0000000000,0.0000021233,0.0000072515
1002.0000000000,9.0000000000,0.0000000000,0.0000000000
1003.0000000000,9.0000000000,0.5581839638,0.0804882985
1004.0000000000,9.0000000000,0.0024523707,0.0012497433
1005.0000000000,9.0000000000,0.0000000000,0.0000000000
1006.0000000000,9.0000000000,0.0001388090,0.0001032259
1007.0000000000,9.0000000000,0.0000147949,0.0000334877
1008.0000000000,9.0000000000,0.0128515036,0.0045847356
1009.0000000000,9.0000000000,0.0000000000,0.0000000000
