sub-ID roi-ID volOverlap volAALroi quotient
1052 011 0 8024 0
1053 011 0 8024 0
1054 011 0 8024 0
1055 011 0 8024 0
1056 011 0 8024 0
1057 011 0 8024 0
1058 011 0 8024 0
1059 011 6268 8024 0.781157
1060 011 0 8024 0
1002 012 0 10967 0
1003 012 0 10967 0
1004 012 0 10967 0
1005 012 2844 10967 0.259323
1006 012 0 10967 0
1007 012 0 10967 0
1008 012 931 10967 0.084891
1009 012 0 10967 0
1010 012 0 10967 0
1011 012 0 10967 0
1012 012 0 10967 0
1013 012 0 10967 0
1014 012 0 10967 0
1015 012 0 10967 0
1016 012 0 10967 0
1017 012 0 10967 0
1018 012 0 10967 0
1019 012 0 10967 0
1020 012 0 10967 0
1021 012 0 10967 0
1022 012 0 10967 0
1023 012 0 10967 0
1024 012 0 10967 0
1025 012 0 10967 0
1026 012 0 10967 0
1027 012 0 10967 0
1028 012 808 10967 0.0736756
1029 012 0 10967 0
1030 012 0 10967 0
1031 012 0 10967 0
1032 012 0 10967 0
1033 012 0 10967 0
1034 012 0 10967 0
1035 012 0 10967 0
1036 012 0 10967 0
1037 012 0 10967 0
1038 012 0 10967 0
1039 012 0 10967 0
1040 012 0 10967 0
1041 012 0 10967 0
1042 012 0 10967 0
1043 012 0 10967 0
1044 012 0 10967 0
1045 012 0 10967 0
1046 012 0 10967 0
1047 012 0 10967 0
1048 012 0 10967 0
1049 012 0 10967 0
1050 012 22 10967 0.00200602
1051 012 0 10967 0
1052 012 0 10967 0
1053 012 0 10967 0
1054 012 7705 10967 0.702562
1055 012 440 10967 0.0401204
1056 012 0 10967 0
1057 012 0 10967 0
1058 012 0 10967 0
1059 012 0 10967 0
1060 012 0 10967 0
1002 013 0 19801 0
1003 013 0 19801 0
1004 013 0 19801 0
1005 013 0 19801 0
1006 013 0 19801 0
1007 013 0 19801 0
1008 013 0 19801 0
1009 013 0 19801 0
1010 013 0 19801 0
1011 013 0 19801 0
1012 013 0 19801 0
1013 013 0 19801 0
1014 013 0 19801 0
1015 013 0 19801 0
1016 013 0 19801 0
1017 013 400 19801 0.020201
1018 013 0 19801 0
1019 013 0 19801 0
1020 013 0 19801 0
1021 013 0 19801 0
1022 013 0 19801 0
1023 013 0 19801 0
1024 013 0 19801 0
1025 013 0 19801 0
1026 013 0 19801 0
1027 013 62 19801 0.00313115
1028 013 0 19801 0
1029 013 0 19801 0
1030 013 0 19801 0
1031 013 0 19801 0
1032 013 0 19801 0
1033 013 0 19801 0
1034 013 0 19801 0
1035 013 0 19801 0
1036 013 0 19801 0
1037 013 0 19801 0
1038 013 0 19801 0
1039 013 0 19801 0
1040 013 16 19801 0.00080804
1041 013 0 19801 0
1042 013 0 19801 0
1043 013 0 19801 0
1044 013 0 19801 0
1045 013 72 19801 0.00363618
1046 013 0 19801 0
1047 013 0 19801 0
1048 013 0 19801 0
1049 013 195 19801 0.00984799
1050 013 0 19801 0
1051 013 0 19801 0
1052 013 0 19801 0
1053 013 0 19801 0
1054 013 0 19801 0
1055 013 0 19801 0
1056 013 0 19801 0
1057 013 0 19801 0
1058 013 0 19801 0
1059 013 15521 19801 0.783849
1060 013 0 19801 0
1002 014 0 16768 0
1003 014 0 16768 0
1004 014 0 16768 0
1005 014 40 16768 0.0023855
1006 014 0 16768 0
1007 014 0 16768 0
1008 014 361 16768 0.0215291
1009 014 0 16768 0
1010 014 0 16768 0
1011 014 0 16768 0
1012 014 0 16768 0
1013 014 0 16768 0
1014 014 0 16768 0
1015 014 0 16768 0
1016 014 0 16768 0
1017 014 0 16768 0
1018 014 0 16768 0
1019 014 0 16768 0
1020 014 0 16768 0
1021 014 0 16768 0
1022 014 0 16768 0
1023 014 0 16768 0
1024 014 0 16768 0
1025 014 0 16768 0
1026 014 0 16768 0
1027 014 0 16768 0
1028 014 819 16768 0.048843
1029 014 0 16768 0
1030 014 0 16768 0
1031 014 0 16768 0
1032 014 0 16768 0
1033 014 0 16768 0
1034 014 0 16768 0
1035 014 0 16768 0
1036 014 0 16768 0
1037 014 0 16768 0
1038 014 0 16768 0
1039 014 0 16768 0
1040 014 0 16768 0
1041 014 0 16768 0
1042 014 0 16768 0
1043 014 0 16768 0
1044 014 0 16768 0
1045 014 0 16768 0
1046 014 0 16768 0
1047 014 0 16768 0
1048 014 0 16768 0
1049 014 0 16768 0
1050 014 0 16768 0
1051 014 0 16768 0
1052 014 0 16768 0
1053 014 0 16768 0
1054 014 4609 16768 0.274869
1055 014 813 16768 0.0484852
1056 014 0 16768 0
